"title","authors","date_document","celex","Full_OJ","manif_pdf","manif_html"
"Notice for the attention of the persons, entities and bodies subject to the restrictive measures provided for in Council Decision 2014/145/CFSP, as amended by Council Decision (CFSP) 2022/660, and in Council Regulation (EU) No 269/2014 as implemented by Council Implementing Regulation (EU) 2022/658 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine 2022/C 168/08","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-04-22,"52022XG0422(04)","http://publications.europa.eu/resource/cellar/a7facb9b-c20c-11ec-b6f4-01aa75ed71a1","http://publications.europa.eu/resource/cellar/8c9912a8-c210-11ec-b6f4-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/8c9912a8-c210-11ec-b6f4-01aa75ed71a1.0006.03"
"Notice for the attention of the data subjects to whom the restrictive measures provided for in Council Decision 2014/145/CFSP and Council Regulation (EU) No 269/2014 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine apply 2022/C 168/07","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-04-22,"52022XG0422(03)","http://publications.europa.eu/resource/cellar/a7facb9b-c20c-11ec-b6f4-01aa75ed71a1","http://publications.europa.eu/resource/cellar/fa31fa36-c20f-11ec-b6f4-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/fa31fa36-c20f-11ec-b6f4-01aa75ed71a1.0006.03"
"DRAFT AMENDING BUDGET No 3 TO THE GENERAL BUDGET 2022 Financing reception costs of people fleeing Ukraine","http://publications.europa.eu/resource/authority/corporate-body/BUDG,http://publications.europa.eu/resource/authority/corporate-body/COM",2022-04-22,"52022DC0262",,"http://publications.europa.eu/resource/cellar/65ed8ac2-c219-11ec-b6f4-01aa75ed71a1.0001.02","http://publications.europa.eu/resource/cellar/65ed8ac2-c219-11ec-b6f4-01aa75ed71a1.0001.03"
"Council Decision (CFSP) 2022/660 of 21 April 2022 amending Decision 2014/145/CFSP concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-04-21,"32022D0660","http://publications.europa.eu/resource/cellar/3850bb5b-c172-11ec-b6f4-01aa75ed71a1","http://publications.europa.eu/resource/cellar/5849bd7e-c173-11ec-b6f4-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/5849bd7e-c173-11ec-b6f4-01aa75ed71a1.0006.03"
"Corrigendum to Council Regulation (EU) 2022/394 of 9 March 2022 amending Regulation (EU) No 833/2014 concerning restrictive measures in view of Russia’s actions destabilising the situation in Ukraine (Official Journal of the European Union L 81 of 9 March 2022)","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-04-21,"32022R0394R(01)","http://publications.europa.eu/resource/cellar/b17b6e14-c10b-11ec-b6f4-01aa75ed71a1","http://publications.europa.eu/resource/cellar/86596b96-c10f-11ec-b6f4-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/86596b96-c10f-11ec-b6f4-01aa75ed71a1.0006.03"
,"http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-04-21,"32022R0576R(02)","http://publications.europa.eu/resource/cellar/b17b6e14-c10b-11ec-b6f4-01aa75ed71a1",,
"Council Implementing Regulation (EU) 2022/658 of 21 April 2022 implementing Regulation (EU) No 269/2014 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-04-21,"32022R0658","http://publications.europa.eu/resource/cellar/3850bb5b-c172-11ec-b6f4-01aa75ed71a1","http://publications.europa.eu/resource/cellar/23b755ed-c173-11ec-b6f4-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/23b755ed-c173-11ec-b6f4-01aa75ed71a1.0006.03"
"Corrigendum to Council Implementing Regulation (EU) 2022/396 of 9 March 2022 implementing Regulation (EU) No 269/2014 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine (Official Journal of the European Union L 80 of 9 March 2022)","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-04-19,"32022R0396R(02)","http://publications.europa.eu/resource/cellar/59ed3b6e-bf79-11ec-b6f4-01aa75ed71a1","http://publications.europa.eu/resource/cellar/9cf68646-bf7a-11ec-b6f4-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/9cf68646-bf7a-11ec-b6f4-01aa75ed71a1.0006.03"
"to Council Decision (CFSP) 2022/397 of 9 March 2022 amending Decision 2014/145/CFSP concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine (Official Journal of the European Union L 80 of 9 March 2022)","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-04-19,"32022D0397R(02)","http://publications.europa.eu/resource/cellar/59ed3b6e-bf79-11ec-b6f4-01aa75ed71a1","http://publications.europa.eu/resource/cellar/f1a3501a-bf7a-11ec-b6f4-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/f1a3501a-bf7a-11ec-b6f4-01aa75ed71a1.0006.03"
"Council Recommendation of 19 April 2022 on the conversion of hryvnia banknotes into the currency of host Member States for the benefit of displaced persons from Ukraine 2022/C 166/01","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-04-19,"32022H0420(01)","http://publications.europa.eu/resource/cellar/6c426dfb-c042-11ec-b6f4-01aa75ed71a1","http://publications.europa.eu/resource/cellar/21d8549d-c043-11ec-b6f4-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/21d8549d-c043-11ec-b6f4-01aa75ed71a1.0006.03"
"Council Regulation (EU) 2022/626 of 13 April 2022 amending Regulation (EU) 2022/263 concerning restrictive measures in response to the recognition of the non-government controlled areas of the Donetsk and Luhansk oblasts of Ukraine and the ordering of Russian armed forces into those areas","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-04-13,"32022R0626","http://publications.europa.eu/resource/cellar/3f8fd711-bb28-11ec-b6f4-01aa75ed71a1","http://publications.europa.eu/resource/cellar/d607e3e3-bb28-11ec-b6f4-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/d607e3e3-bb28-11ec-b6f4-01aa75ed71a1.0006.03"
"Council Decision (CFSP) 2022/637 of 13 April 2022 amending Decision (CFSP) 2022/339 on an assistance measure under the European Peace Facility to support the Ukrainian Armed Forces","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-04-13,"32022D0637","http://publications.europa.eu/resource/cellar/59ed3b6e-bf79-11ec-b6f4-01aa75ed71a1","http://publications.europa.eu/resource/cellar/12d74342-bf7c-11ec-b6f4-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/12d74342-bf7c-11ec-b6f4-01aa75ed71a1.0006.03"
"Council Decision (CFSP) 2022/628 of 13 April 2022 amending Decision (CFSP) 2022/266 concerning restrictive measures in response to the recognition of the non-government controlled areas of the Donetsk and Luhansk oblasts of Ukraine and the ordering of Russian armed forces into those areas","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-04-13,"32022D0628","http://publications.europa.eu/resource/cellar/3f8fd711-bb28-11ec-b6f4-01aa75ed71a1","http://publications.europa.eu/resource/cellar/475e2c25-bb29-11ec-b6f4-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/475e2c25-bb29-11ec-b6f4-01aa75ed71a1.0006.03"
"Council Decision (CFSP) 2022/638 of 13 April 2022 amending Decision 2014/486/CFSP on the European Union Advisory Mission for Civilian Security Sector Reform Ukraine (EUAM Ukraine)","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-04-13,"32022D0638","http://publications.europa.eu/resource/cellar/59ed3b6e-bf79-11ec-b6f4-01aa75ed71a1","http://publications.europa.eu/resource/cellar/43feafdd-bf7b-11ec-b6f4-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/43feafdd-bf7b-11ec-b6f4-01aa75ed71a1.0006.03"
"Council Decision (CFSP) 2022/627 of 13 April 2022 amending Decision 2014/145/CFSP concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-04-13,"32022D0627","http://publications.europa.eu/resource/cellar/3f8fd711-bb28-11ec-b6f4-01aa75ed71a1","http://publications.europa.eu/resource/cellar/72c8aca6-bb29-11ec-b6f4-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/72c8aca6-bb29-11ec-b6f4-01aa75ed71a1.0006.03"
"Council Regulation (EU) 2022/625 of 13 April 2022 amending Regulation (EU) No 269/2014 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-04-13,"32022R0625","http://publications.europa.eu/resource/cellar/3f8fd711-bb28-11ec-b6f4-01aa75ed71a1","http://publications.europa.eu/resource/cellar/1ecdf4c4-bb29-11ec-b6f4-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/1ecdf4c4-bb29-11ec-b6f4-01aa75ed71a1.0006.03"
"Council Decision (CFSP) 2022/636 of 13 April 2022 amending Decision (CFSP) 2022/338 on an assistance measure under the European Peace Facility for the supply to the Ukrainian Armed Forces of military equipment, and platforms, designed to deliver lethal force","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-04-13,"32022D0636","http://publications.europa.eu/resource/cellar/59ed3b6e-bf79-11ec-b6f4-01aa75ed71a1","http://publications.europa.eu/resource/cellar/1acd567c-bf7b-11ec-b6f4-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/1acd567c-bf7b-11ec-b6f4-01aa75ed71a1.0006.03"
,"http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-04-12,"32022R0576R(01)","http://publications.europa.eu/resource/cellar/3e943c7a-b9f9-11ec-b6f4-01aa75ed71a1",,
"Regulation (EU) 2022/613 of the European Parliament and of the Council of 12 April 2022 amending Regulations (EU) No 1303/2013 and (EU) No 223/2014 as regards increased pre-financing from REACT-EU resources and the establishment of a unit cost","http://publications.europa.eu/resource/authority/corporate-body/CONSIL,http://publications.europa.eu/resource/authority/corporate-body/EP",2022-04-12,"32022R0613","http://publications.europa.eu/resource/cellar/5bcb894f-bac2-11ec-b6f4-01aa75ed71a1","http://publications.europa.eu/resource/cellar/e4c51463-bac4-11ec-b6f4-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/e4c51463-bac4-11ec-b6f4-01aa75ed71a1.0006.03"
"to Council Regulation (EU) 2022/328 of 25 February 2022 amending Regulation (EU) No 833/2014 concerning restrictive measures in view of Russia’s actions destabilising the situation in Ukraine (Official Journal of the European Union L 49 of 25 February 2022)","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-04-12,"32022R0328R(04)","http://publications.europa.eu/resource/cellar/3e943c7a-b9f9-11ec-b6f4-01aa75ed71a1","http://publications.europa.eu/resource/cellar/0dd14198-b9fb-11ec-b6f4-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/0dd14198-b9fb-11ec-b6f4-01aa75ed71a1.0006.03"
"Corrigendum to Council Regulation (EU) No 692/2014 of 23 June 2014 concerning restrictions on the import into the Union of goods originating in Crimea or Sevastopol, in response to the illegal annexation of Crimea and Sevastopol (Official Journal of the European Union L 183 of 24 June 2014)","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-04-12,"32014R0692R(02)","http://publications.europa.eu/resource/cellar/3e943c7a-b9f9-11ec-b6f4-01aa75ed71a1","http://publications.europa.eu/resource/cellar/06ffe2dd-b9fd-11ec-b6f4-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/06ffe2dd-b9fd-11ec-b6f4-01aa75ed71a1.0006.03"
"Commission Implementing Regulation (EU) 2022/595 of 11 April 2022 amending certain Regulations concerning restrictive measures and setting out a single list for the Annexes to those Regulations containing the contact details of Member States’ competent authorities and the address for notifications to the European Commission","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/FISMA",2022-04-11,"32022R0595","http://publications.europa.eu/resource/cellar/3e943c7a-b9f9-11ec-b6f4-01aa75ed71a1","http://publications.europa.eu/resource/cellar/3beb6e2e-b9fa-11ec-b6f4-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/3beb6e2e-b9fa-11ec-b6f4-01aa75ed71a1.0006.03"
"Notice for the attention of the persons, entities and bodies subject to the restrictive measures provided for in Council Decision 2014/145/CFSP, as amended by Council Decision (CFSP) 2022/582, and Council Regulation (EU) No 269/2014, as implemented by Council Implementing Regulation (EU) 2022/581 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine 2022/C 157/03","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-04-11,"52022XG0411(01)","http://publications.europa.eu/resource/cellar/eea4505a-b92f-11ec-b6f4-01aa75ed71a1","http://publications.europa.eu/resource/cellar/92400d88-b931-11ec-b6f4-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/92400d88-b931-11ec-b6f4-01aa75ed71a1.0006.03"
"Joint Proposal for a COUNCIL REGULATION amending Council Regulation (EU) No 269/2014 of 17 March 2014 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/FISMA",2022-04-11,"52022JC0025",,"http://publications.europa.eu/resource/cellar/8ae6f612-a714-11ed-b508-01aa75ed71a1.0003.02","http://publications.europa.eu/resource/cellar/8ae6f612-a714-11ed-b508-01aa75ed71a1.0003.03"
"Notice for the attention of the data subjects to whom the restrictive measures provided for in Council Decision 2014/145/CFSP and Council Regulation (EU) No 269/2014 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine apply 2022/C 157/04","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-04-11,"52022XG0411(02)","http://publications.europa.eu/resource/cellar/eea4505a-b92f-11ec-b6f4-01aa75ed71a1","http://publications.europa.eu/resource/cellar/e3fd7f9c-b931-11ec-b6f4-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/e3fd7f9c-b931-11ec-b6f4-01aa75ed71a1.0006.03"
"Corrigendum to Council Decision (CFSP) 2022/339 of 28 February 2022 on an assistance measure under the European Peace Facility to support the Ukrainian Armed Forces (Official Journal of the European Union L 61 of 28 February 2022)","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-04-08,"32022D0339R(02)","http://publications.europa.eu/resource/cellar/814a610f-b6d4-11ec-b6f4-01aa75ed71a1","http://publications.europa.eu/resource/cellar/49c338b3-b6d6-11ec-b6f4-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/49c338b3-b6d6-11ec-b6f4-01aa75ed71a1.0006.03"
"Council Regulation (EU) 2022/577 of 8 April 2022 amending Regulation (EC) No 765/2006 concerning restrictive measures in view of the situation in Belarus and the involvement of Belarus in the Russian aggression against Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-04-08,"32022R0577","http://publications.europa.eu/resource/cellar/16b4a0b2-b76c-11ec-b6f4-01aa75ed71a1","http://publications.europa.eu/resource/cellar/462b96d6-b76e-11ec-b6f4-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/462b96d6-b76e-11ec-b6f4-01aa75ed71a1.0006.03"
"Council Decision (CFSP) 2022/579 of 8 April 2022 amending Decision 2012/642/CFSP concerning restrictive measures in view of the situation in Belarus and the involvement of Belarus in the Russian aggression against Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-04-08,"32022D0579","http://publications.europa.eu/resource/cellar/16b4a0b2-b76c-11ec-b6f4-01aa75ed71a1","http://publications.europa.eu/resource/cellar/40a33a24-b76d-11ec-b6f4-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/40a33a24-b76d-11ec-b6f4-01aa75ed71a1.0006.03"
"Commission Delegated Regulation (EU) 2022/760 of 8 April 2022 amending Delegated Regulation (EU) 2021/2306 as regards the transitional provisions for certificates of inspection issued in Ukraine","http://publications.europa.eu/resource/authority/corporate-body/AGRI,http://publications.europa.eu/resource/authority/corporate-body/COM",2022-04-08,"32022R0760","http://publications.europa.eu/resource/cellar/042d4069-d643-11ec-a95f-01aa75ed71a1","http://publications.europa.eu/resource/cellar/1a33c659-d649-11ec-a95f-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/1a33c659-d649-11ec-a95f-01aa75ed71a1.0006.03"
"Council Decision (CFSP) 2022/582 of 8 April 2022 amending Decision 2014/145/CFSP concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-04-08,"32022D0582","http://publications.europa.eu/resource/cellar/13ac46dc-b765-11ec-b6f4-01aa75ed71a1","http://publications.europa.eu/resource/cellar/f5907e4d-b765-11ec-b6f4-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/f5907e4d-b765-11ec-b6f4-01aa75ed71a1.0006.03"
"Corrigendum to Council Decision (CFSP) 2022/338 of 28 February 2022 on an assistance measure under the European Peace Facility for the supply to the Ukrainian Armed Forces of military equipment, and platforms, designed to deliver lethal force (Official Journal of the European Union L 60 of 28 February 2022)","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-04-08,"32022D0338R(01)","http://publications.europa.eu/resource/cellar/814a610f-b6d4-11ec-b6f4-01aa75ed71a1","http://publications.europa.eu/resource/cellar/f6aa7c5e-b6d5-11ec-b6f4-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/f6aa7c5e-b6d5-11ec-b6f4-01aa75ed71a1.0006.03"
"Council Regulation (EU) 2022/580 of 8 April 2022 amending Regulation (EU) No 269/2014 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-04-08,"32022R0580","http://publications.europa.eu/resource/cellar/13ac46dc-b765-11ec-b6f4-01aa75ed71a1","http://publications.europa.eu/resource/cellar/d687216f-b766-11ec-b6f4-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/d687216f-b766-11ec-b6f4-01aa75ed71a1.0006.03"
"Council Implementing Regulation (EU) 2022/581 of 8 April 2022 implementing Regulation (EU) No 269/2014 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-04-08,"32022R0581","http://publications.europa.eu/resource/cellar/13ac46dc-b765-11ec-b6f4-01aa75ed71a1","http://publications.europa.eu/resource/cellar/7a0cb3f0-b767-11ec-b6f4-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/7a0cb3f0-b767-11ec-b6f4-01aa75ed71a1.0006.03"
"Council Decision (CFSP) 2022/578 of 8 April 2022 amending Decision 2014/512/CFSP concerning restrictive measures in view of Russia’s actions destabilising the situation in Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-04-08,"32022D0578","http://publications.europa.eu/resource/cellar/16b4a0b2-b76c-11ec-b6f4-01aa75ed71a1","http://publications.europa.eu/resource/cellar/c59f1c85-b76d-11ec-b6f4-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/c59f1c85-b76d-11ec-b6f4-01aa75ed71a1.0006.03"
"Council Regulation (EU) 2022/576 of 8 April 2022 amending Regulation (EU) No 833/2014 concerning restrictive measures in view of Russia’s actions destabilising the situation in Ukraine","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-04-08,"32022R0576","http://publications.europa.eu/resource/cellar/16b4a0b2-b76c-11ec-b6f4-01aa75ed71a1","http://publications.europa.eu/resource/cellar/eb0c8583-b76c-11ec-b6f4-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/eb0c8583-b76c-11ec-b6f4-01aa75ed71a1.0006.03"
,"http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-04-07,"32022D0397R(01)","http://publications.europa.eu/resource/cellar/e2317443-b60b-11ec-b6f4-01aa75ed71a1",,
,"http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-04-07,"32021R2195R(01)","http://publications.europa.eu/resource/cellar/e2317443-b60b-11ec-b6f4-01aa75ed71a1",,
,"http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-04-07,"32022R0396R(01)","http://publications.europa.eu/resource/cellar/e2317443-b60b-11ec-b6f4-01aa75ed71a1",,
"Regulation (EU) 2022/585 of the European Parliament and of the Council of 6 April 2022 amending Regulations (EU) No 514/2014 laying down general provisions on the Asylum, Migration and Integration Fund and on the instrument for financial support for police cooperation, preventing and combating crime, and crisis management, (EU) No 516/2014 establishing the Asylum, Migration and Integration Fund and (EU) 2021/1147 establishing the Asylum, Migration and Integration Fund","http://publications.europa.eu/resource/authority/corporate-body/CONSIL,http://publications.europa.eu/resource/authority/corporate-body/EP",2022-04-06,"32022R0585","http://publications.europa.eu/resource/cellar/eed6f91b-b92f-11ec-b6f4-01aa75ed71a1","http://publications.europa.eu/resource/cellar/eba8800e-b930-11ec-b6f4-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/eba8800e-b930-11ec-b6f4-01aa75ed71a1.0006.03"
"Recommendation for a COUNCIL DECISION Authorising the opening of negotiations on an agreement on the carriage of goods by road between the European Union and the Republic of Moldova","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/MOVE",2022-04-06,"52022PC0168",,"http://publications.europa.eu/resource/cellar/e0d27e0d-b58d-11ec-b6f4-01aa75ed71a1.0001.02","http://publications.europa.eu/resource/cellar/e0d27e0d-b58d-11ec-b6f4-01aa75ed71a1.0001.03"
"Regulation (EU) 2022/562 of the European Parliament and of the Council of 6 April 2022 amending Regulations (EU) No 1303/2013 and (EU) No 223/2014 as regards Cohesion’s Action for Refugees in Europe (CARE)","http://publications.europa.eu/resource/authority/corporate-body/CONSIL,http://publications.europa.eu/resource/authority/corporate-body/EP",2022-04-06,"32022R0562","http://publications.europa.eu/resource/cellar/814a610f-b6d4-11ec-b6f4-01aa75ed71a1","http://publications.europa.eu/resource/cellar/c6db9ae8-b6d6-11ec-b6f4-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/c6db9ae8-b6d6-11ec-b6f4-01aa75ed71a1.0006.03"
"Communication from the Commission Guidance to the Member States concerning foreign direct investment from Russia and Belarus in view of the military aggression against Ukraine and the restrictive measures laid down in recent Council Regulations on sanctions (Council Regulation (EU) No 833/2014 concerning restrictive measures in view of Russia’s actions destabilising the situation in Ukraine (OJ L 229, 31.7.2014, p. 1) and its amendments and Council Regulation (EC) No 765/2006 of 18 May 2006 concerning restrictive measures concerning restrictive measures in view of the situation in Belarus (OJ L 134, 20.5.2006, p. 1) and its amendments.) 2022/C 151 I/01","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/TRADE",2022-04-06,"52022XC0406(08)","http://publications.europa.eu/resource/cellar/f6bef00c-b542-11ec-b6f4-01aa75ed71a1","http://publications.europa.eu/resource/cellar/ee2c008f-b543-11ec-b6f4-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/ee2c008f-b543-11ec-b6f4-01aa75ed71a1.0006.03"
"Recommendation for a COUNCIL DECISION Authorising the opening of negotiations on an agreement on the carriage of goods by road between the European Union and Ukraine","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/MOVE",2022-04-06,"52022PC0167",,"http://publications.europa.eu/resource/cellar/601c7f82-b589-11ec-b6f4-01aa75ed71a1.0001.02","http://publications.europa.eu/resource/cellar/601c7f82-b589-11ec-b6f4-01aa75ed71a1.0001.03"
,"http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-04-06,"32022R0328R(03)","http://publications.europa.eu/resource/cellar/ecc958b6-b542-11ec-b6f4-01aa75ed71a1",,
"Joint Proposal for a COUNCIL REGULATION amending Council Regulation (EU) No 833/2014 concerning restrictive measures in view of Russia's actions destabilising the situation in Ukraine","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/FISMA",2022-04-05,"52022JC0010",,"http://publications.europa.eu/resource/cellar/5eed8817-c25f-11ed-a05c-01aa75ed71a1.0004.02","http://publications.europa.eu/resource/cellar/5eed8817-c25f-11ed-a05c-01aa75ed71a1.0004.03"
,"http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-04-05,"32022R0428R(02)","http://publications.europa.eu/resource/cellar/e7a7832e-b479-11ec-9d96-01aa75ed71a1",,
,"http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-04-05,"32022R0328R(02)","http://publications.europa.eu/resource/cellar/e7a7832e-b479-11ec-9d96-01aa75ed71a1",,
"Commission Recommendation (EU) 2022/554 of 5 April 2022 on the recognition of qualifications for people fleeing Russia’s invasion of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/GROW",2022-04-05,"32022H0554","http://publications.europa.eu/resource/cellar/9c19b198-b585-11ec-b6f4-01aa75ed71a1","http://publications.europa.eu/resource/cellar/a618542b-b586-11ec-b6f4-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/a618542b-b586-11ec-b6f4-01aa75ed71a1.0006.03"
"Joint Proposal for a COUNCIL REGULATION amending Regulation (EU) No 269/2014 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","http://publications.europa.eu/resource/authority/corporate-body/COM,http://publications.europa.eu/resource/authority/corporate-body/FISMA",2022-04-05,"52022JC0008",,"http://publications.europa.eu/resource/cellar/40c08e75-a84e-11ed-b508-01aa75ed71a1.0014.02","http://publications.europa.eu/resource/cellar/40c08e75-a84e-11ed-b508-01aa75ed71a1.0014.03"
"Corrigendum to Council Decision (CFSP) 2022/429 of 15 March 2022 amending Decision 2014/145/CFSP concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine (Official Journal of the European Union L 87 I of 15 March 2022)","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-04-04,"32022D0429R(01)","http://publications.europa.eu/resource/cellar/e9bae17e-b3af-11ec-9d96-01aa75ed71a1","http://publications.europa.eu/resource/cellar/e44b0e93-b3b1-11ec-9d96-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/e44b0e93-b3b1-11ec-9d96-01aa75ed71a1.0006.03"
"Corrigendum to Council Implementing Regulation (EU) 2022/427 of 15 March 2022 implementing Regulation (EU) No 269/2014 concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine (Official Journal of the European Union L 87 I of 15 March 2022)","http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-04-04,"32022R0427R(01)","http://publications.europa.eu/resource/cellar/e9bae17e-b3af-11ec-9d96-01aa75ed71a1","http://publications.europa.eu/resource/cellar/ee6bf105-b3b0-11ec-9d96-01aa75ed71a1.0006.01","http://publications.europa.eu/resource/cellar/ee6bf105-b3b0-11ec-9d96-01aa75ed71a1.0006.03"
,"http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-04-01,"32022R0355R(01)","http://publications.europa.eu/resource/cellar/479c0916-b154-11ec-83e1-01aa75ed71a1",,
,"http://publications.europa.eu/resource/authority/corporate-body/CONSIL",2022-04-01,"32022D0356R(01)","http://publications.europa.eu/resource/cellar/479c0916-b154-11ec-83e1-01aa75ed71a1",,
